Supplier,OnTimeDelivery,DefectRate,CostVariance,ComplianceScore
Supplier_33621,78,15,4,93
Supplier_33622,84,8,13,73
Supplier_33623,73,4,11,77
Supplier_33624,69,5,7,68
Supplier_33625,74,6,13,66
Supplier_33626,93,11,19,56
Supplier_33627,98,13,24,74
Supplier_33628,76,10,17,81
Supplier_33629,56,9,25,72
Supplier_3363,81,11,13,93
Supplier_33630,79,1,16,82
Supplier_33631,84,9,19,83
Supplier_33632,67,12,15,62
Supplier_33633,99,13,5,87
Supplier_33634,77,11,18,83
Supplier_33635,90,2,14,69
Supplier_33636,99,6,20,82
Supplier_33637,81,5,9,56
Supplier_33638,81,10,19,61
Supplier_33639,93,16,9,48
Supplier_3364,59,7,21,70
Supplier_33640,100,11,2,78
Supplier_33641,66,0,9,72
Supplier_33642,88,9,2,88
Supplier_33643,84,16,15,84
Supplier_33644,69,12,13,71
Supplier_33645,82,11,4,85
Supplier_33646,72,6,12,89
Supplier_33647,72,10,-1,84
Supplier_33648,83,5,-1,73
Supplier_33649,82,5,-3,56
Supplier_3365,74,11,10,100
Supplier_33650,76,5,9,75
Supplier_33651,69,12,9,75
Supplier_33652,63,13,5,65
Supplier_33653,70,4,7,56
Supplier_33654,60,10,27,59
Supplier_33655,58,12,7,74
Supplier_33656,89,9,2,92
Supplier_33657,65,10,5,85
Supplier_33658,96,13,3,76
Supplier_33659,90,9,8,82
Supplier_3366,80,4,5,90
Supplier_33660,95,2,16,69
Supplier_33661,88,16,6,78
Supplier_33662,83,6,7,80
Supplier_33663,84,8,8,100
Supplier_33664,74,3,5,85
Supplier_33665,81,3,6,56
Supplier_33666,88,5,21,52
Supplier_33667,100,16,18,60
Supplier_33668,65,20,12,75
Supplier_33669,62,12,18,56
Supplier_3367,61,14,0,79
Supplier_33670,71,0,24,81
Supplier_33671,82,14,23,46
Supplier_33672,65,19,14,50
Supplier_33673,93,15,6,87
Supplier_33674,62,5,12,100
Supplier_33675,91,9,15,66
Supplier_33676,100,0,34,89
Supplier_33677,83,1,16,71
Supplier_33678,88,11,8,76
Supplier_33679,93,17,23,67
Supplier_3368,82,8,1,70
Supplier_33680,88,9,8,99
Supplier_33681,62,7,16,73
Supplier_33682,87,16,2,77
Supplier_33683,85,11,18,74
Supplier_33684,71,5,14,72
Supplier_33685,78,14,1,71
Supplier_33686,75,8,4,100
Supplier_33687,63,10,5,68
Supplier_33688,76,4,6,58
Supplier_33689,89,3,0,53
Supplier_3369,88,0,9,63
Supplier_33690,82,0,14,85
Supplier_33691,70,10,9,83
Supplier_33692,65,14,3,63
Supplier_33693,60,3,7,32
Supplier_33694,67,9,21,72
Supplier_33695,68,10,19,85
Supplier_33696,89,4,5,92
Supplier_33697,60,7,6,54
Supplier_33698,93,9,0,37
Supplier_33699,82,0,10,65
Supplier_337,64,8,3,67
Supplier_3370,78,5,11,66
Supplier_33700,99,0,8,91
Supplier_33701,87,16,0,74
Supplier_33702,84,8,15,82
Supplier_33703,74,4,9,87
Supplier_33704,74,1,4,99
Supplier_33705,79,3,9,55
Supplier_33706,100,7,21,71
Supplier_33707,100,13,22,60
Supplier_33708,85,19,14,65
Supplier_33709,66,14,23,68
Supplier_3371,69,9,17,100
Supplier_33710,77,2,21,78
Supplier_33711,85,12,17,58
Supplier_33712,71,12,17,49
Supplier_33713,93,17,-3,64
Supplier_33714,77,7,15,98
Supplier_33715,87,5,13,66
Supplier_33716,92,0,12,85
Supplier_33717,88,0,15,37
Supplier_33718,80,8,7,69
Supplier_33719,89,12,11,53
Supplier_3372,58,13,8,84
Supplier_33720,94,12,6,90
Supplier_33721,55,5,20,93
Supplier_33722,94,12,6,75
Supplier_33723,89,12,12,74
Supplier_33724,56,10,19,53
Supplier_33725,74,14,6,85
Supplier_33726,65,8,1,87
Supplier_33727,66,15,3,53
Supplier_33728,87,6,-4,64
Supplier_33729,89,6,-1,46
Supplier_3373,71,7,10,59
Supplier_33730,81,4,9,86
Supplier_33731,67,11,6,82
Supplier_33732,65,15,10,49
Supplier_33733,65,4,17,45
Supplier_33734,65,9,20,81
Supplier_33735,67,11,9,74
Supplier_33736,92,4,9,73
Supplier_33737,65,10,3,80
Supplier_33738,80,9,6,66
Supplier_33739,85,0,19,94
Supplier_3374,71,6,24,55
Supplier_33740,96,2,12,70
Supplier_33741,84,12,1,80
Supplier_33742,83,6,13,49
Supplier_33743,73,9,15,96
Supplier_33744,71,2,5,80
Supplier_33745,75,0,20,44
Supplier_33746,100,11,21,72
Supplier_33747,97,14,14,74
Supplier_33748,77,14,13,76
Supplier_33749,66,8,17,69
Supplier_3375,56,11,-3,73
Supplier_33750,75,2,18,79
Supplier_33751,84,11,23,61
Supplier_33752,72,7,16,66
Supplier_33753,100,16,11,94
Supplier_33754,71,11,7,71
Supplier_33755,89,6,16,73
Supplier_33756,93,1,18,61
Supplier_33757,76,3,4,35
Supplier_33758,88,7,11,80
Supplier_33759,97,17,26,59
Supplier_3376,83,7,10,89
Supplier_33760,94,6,-2,79
Supplier_33761,61,4,21,81
Supplier_33762,91,17,5,79
Supplier_33763,88,23,20,83
Supplier_33764,59,8,18,53
Supplier_33765,75,12,9,79
Supplier_33766,76,8,0,100
Supplier_33767,64,15,7,88
Supplier_33768,86,8,4,55
Supplier_33769,87,9,9,42
Supplier_3377,66,12,2,52
Supplier_33770,73,4,2,77
Supplier_33771,67,7,11,100
Supplier_33772,64,15,7,40
Supplier_33773,61,3,8,53
Supplier_33774,59,13,19,86
Supplier_33775,58,9,10,62
Supplier_33776,89,10,12,64
Supplier_33777,66,6,3,62
Supplier_33778,91,6,6,40
Supplier_33779,82,3,11,71
Supplier_3378,82,9,10,45
Supplier_33780,87,1,10,71
Supplier_33781,82,12,1,57
Supplier_33782,87,7,12,70
Supplier_33783,81,5,12,100
Supplier_33784,69,0,0,83
Supplier_33785,73,3,16,66
Supplier_33786,100,15,11,73
Supplier_33787,95,13,16,81
Supplier_33788,85,15,12,59
Supplier_33789,67,9,13,60
Supplier_3379,88,4,13,64
Supplier_33790,74,5,21,87
Supplier_33791,89,9,21,42
Supplier_33792,61,17,11,61
Supplier_33793,92,13,7,75
Supplier_33794,70,12,13,86
Supplier_33795,93,6,14,66
Supplier_33796,100,3,17,95
Supplier_33797,82,0,9,62
Supplier_33798,77,4,10,77
Supplier_33799,81,17,13,57
Supplier_338,85,11,9,61
Supplier_3380,94,1,8,54
Supplier_33800,92,8,8,81
Supplier_33801,59,4,14,84
Supplier_33802,93,20,5,85
Supplier_33803,96,17,13,92
Supplier_33804,67,7,5,57
Supplier_33805,72,9,12,84
Supplier_33806,69,6,6,96
Supplier_33807,61,14,4,74
Supplier_33808,83,4,1,58
Supplier_33809,92,4,7,63
Supplier_3381,92,15,8,92
Supplier_33810,75,0,2,80
Supplier_33811,75,5,11,100
Supplier_33812,71,8,5,48
Supplier_33813,64,9,11,58
Supplier_33814,62,9,13,65
Supplier_33815,62,12,15,58
Supplier_33816,87,6,14,100
Supplier_33817,66,15,-1,68
Supplier_33818,90,9,3,53
Supplier_33819,80,11,10,64
Supplier_3382,85,13,15,80
Supplier_33820,95,0,9,98
Supplier_33821,84,20,9,72
Supplier_33822,83,9,7,71
Supplier_33823,90,3,11,92
Supplier_33824,69,0,7,84
Supplier_33825,76,5,10,62
Supplier_33826,87,8,17,65
Supplier_33827,94,16,18,71
Supplier_33828,72,10,10,100
Supplier_33829,62,13,13,59
Supplier_3383,82,2,14,100
Supplier_33830,76,0,23,83
Supplier_33831,86,8,23,55
Supplier_33832,64,11,17,52
Supplier_33833,100,13,9,89
Supplier_33834,73,10,19,81
Supplier_33835,86,6,18,52
Supplier_33836,88,0,23,68
Supplier_33837,86,0,12,47
Supplier_33838,91,6,6,59
Supplier_33839,97,12,17,61
Supplier_3384,78,0,8,94
Supplier_33840,100,11,14,100
Supplier_33841,70,6,15,66
Supplier_33842,94,15,7,100
Supplier_33843,89,10,19,73
Supplier_33844,64,9,3,76
Supplier_33845,77,12,13,85
Supplier_33846,74,2,11,91
Supplier_33847,61,10,1,77
Supplier_33848,80,6,6,62
Supplier_33849,81,10,8,68
Supplier_3385,83,2,11,55
Supplier_33850,79,2,11,46
Supplier_33851,65,9,15,100
Supplier_33852,63,12,13,68
Supplier_33853,67,7,12,58
Supplier_33854,66,13,15,57
Supplier_33855,66,11,15,64
Supplier_33856,86,3,4,76
Supplier_33857,69,10,3,36
Supplier_33858,84,10,1,52
Supplier_33859,78,5,12,59
Supplier_3386,94,10,10,53
Supplier_33860,99,7,13,75
Supplier_33861,84,18,5,61
Supplier_33862,84,7,13,88
Supplier_33863,81,2,11,97
Supplier_33864,68,0,11,88
Supplier_33865,79,5,12,70
Supplier_33866,100,10,13,57
Supplier_33867,100,8,21,100
Supplier_33868,78,14,12,84
Supplier_33869,57,14,17,53
Supplier_3387,95,14,18,76
Supplier_33870,73,0,24,85
Supplier_33871,86,9,19,61
Supplier_33872,58,12,0,47
Supplier_33873,97,10,7,100
Supplier_33874,73,9,14,91
Supplier_33875,95,0,21,64
Supplier_33876,97,0,21,81
Supplier_33877,88,5,17,69
Supplier_33878,85,12,7,70
Supplier_33879,84,16,20,69
Supplier_3388,79,12,8,56
Supplier_33880,94,8,16,86
Supplier_33881,60,0,11,73
Supplier_33882,94,16,0,83
Supplier_33883,85,10,22,71
Supplier_33884,62,2,20,54
Supplier_33885,77,6,10,83
Supplier_33886,79,3,15,100
Supplier_33887,66,8,8,79
Supplier_33888,78,6,5,66
Supplier_33889,87,2,3,61
Supplier_3389,67,13,20,70
Supplier_33890,84,0,6,69
Supplier_33891,71,9,17,95
Supplier_33892,57,6,7,54
Supplier_33893,61,3,13,53
Supplier_33894,60,11,18,79
Supplier_33895,69,9,9,84
Supplier_33896,92,8,12,100
Supplier_33897,64,7,9,81
Supplier_33898,83,11,4,60
Supplier_33899,86,5,11,84
Supplier_339,88,2,16,92
Supplier_3390,78,2,15,82
Supplier_33900,97,1,10,81
Supplier_33901,79,17,-4,86
Supplier_33902,79,7,10,80
Supplier_33903,75,7,7,100
Supplier_33904,79,3,6,79
Supplier_33905,72,2,10,54
Supplier_33906,89,9,23,51
Supplier_33907,100,14,19,90
Supplier_33908,74,17,12,84
Supplier_33909,62,14,16,55
Supplier_3391,78,12,22,56
Supplier_33910,77,0,11,80
Supplier_33911,87,14,26,59
Supplier_33912,64,16,9,53
Supplier_33913,100,12,12,84
Supplier_33914,73,13,20,76
Supplier_33915,95,9,11,87
Supplier_33916,96,1,22,79
Supplier_33917,93,1,12,47
Supplier_33918,88,3,6,97
Supplier_33919,87,16,18,49
Supplier_3392,62,10,16,49
Supplier_33920,99,3,10,83
Supplier_33921,63,4,24,63
Supplier_33922,91,14,3,100
Supplier_33923,83,12,19,86
Supplier_33924,61,12,18,76
Supplier_33925,85,11,18,100
Supplier_33926,67,9,9,100
Supplier_33927,60,8,11,95
Supplier_33928,81,3,7,73
Supplier_33929,86,1,-1,59
Supplier_3393,98,15,4,85
Supplier_33930,79,0,5,84
Supplier_33931,67,6,10,100
Supplier_33932,65,16,1,63
Supplier_33933,70,7,9,44
Supplier_33934,69,12,20,65
Supplier_33935,62,15,13,77
Supplier_33936,89,10,8,88
Supplier_33937,62,7,-2,73
Supplier_33938,83,4,0,43
Supplier_33939,81,2,16,81
Supplier_3394,73,14,8,100
Supplier_33940,97,7,18,63
Supplier_33941,80,14,-1,70
Supplier_33942,74,8,12,57
Supplier_33943,79,5,17,100
Supplier_33944,67,2,0,88
Supplier_33945,84,2,13,70
Supplier_33946,94,9,22,58
Supplier_33947,100,14,14,69
Supplier_33948,77,15,15,57
Supplier_33949,59,9,24,57
Supplier_3395,98,6,12,82
Supplier_33950,82,0,21,76
Supplier_33951,84,10,11,64
Supplier_33952,73,11,9,53
Supplier_33953,96,20,16,100
Supplier_33954,71,12,4,100
Supplier_33955,94,5,11,71
Supplier_33956,99,0,22,100
Supplier_33957,85,0,9,51
Supplier_33958,97,7,16,73
Supplier_33959,86,11,24,75
Supplier_3396,89,0,22,76
Supplier_33960,91,3,16,81
Supplier_33961,60,2,19,84
Supplier_33962,91,20,4,72
Supplier_33963,94,10,19,48
Supplier_33964,63,9,15,73
Supplier_33965,83,13,7,77
Supplier_33966,74,9,3,95
Supplier_33967,67,17,11,84
Supplier_33968,83,7,1,75
Supplier_33969,88,4,-1,31
Supplier_3397,86,0,15,47
Supplier_33970,80,0,5,85
Supplier_33971,67,9,10,88
Supplier_33972,61,16,-5,67
Supplier_33973,66,8,13,44
Supplier_33974,72,6,18,60
Supplier_33975,57,15,10,73
Supplier_33976,79,5,4,81
Supplier_33977,66,14,12,62
Supplier_33978,90,13,0,57
Supplier_33979,86,10,16,82
Supplier_3398,90,10,14,71
Supplier_33980,92,0,15,71
Supplier_33981,83,17,-5,74
Supplier_33982,73,7,13,91
Supplier_33983,84,7,9,97
Supplier_33984,73,0,8,99
Supplier_33985,79,5,11,58
Supplier_33986,98,3,16,69
Supplier_33987,99,13,19,62
Supplier_33988,77,15,21,68
Supplier_33989,68,15,13,79
Supplier_3399,96,12,21,58
Supplier_33990,80,3,26,70
Supplier_33991,77,12,15,40
Supplier_33992,64,9,5,59
Supplier_33993,94,14,4,100
Supplier_33994,68,13,8,89
Supplier_33995,92,2,12,68
Supplier_33996,93,0,17,100
Supplier_33997,83,2,16,48
Supplier_33998,81,2,7,49
Supplier_33999,88,11,15,47
Supplier_34,69,10,14,89
Supplier_340,95,4,22,96
Supplier_3400,94,4,9,76
Supplier_34000,99,8,1,100
Supplier_34001,73,11,20,64
Supplier_34002,91,17,4,77
Supplier_34003,82,13,9,100
Supplier_34004,62,0,18,63
Supplier_34005,80,14,5,82
Supplier_34006,69,8,4,100
Supplier_34007,57,7,3,54
Supplier_34008,78,3,0,71
Supplier_34009,84,3,4,46
Supplier_3401,66,3,21,67
Supplier_34010,73,10,11,99
Supplier_34011,70,3,11,100
Supplier_34012,63,16,7,66
Supplier_34013,68,7,9,59
Supplier_34014,62,15,17,91
Supplier_34015,65,8,12,65
Supplier_34016,85,6,7,82
Supplier_34017,62,13,-1,70
Supplier_34018,84,10,3,36
Supplier_34019,80,1,20,77
Supplier_3402,94,13,12,96
Supplier_34020,100,1,9,60
Supplier_34021,84,10,2,83
Supplier_34022,77,7,7,78
Supplier_34023,79,6,11,100
Supplier_34024,64,3,11,99
Supplier_34025,85,2,21,54
Supplier_34026,100,9,16,30
Supplier_34027,98,19,19,85
Supplier_34028,80,11,12,72
Supplier_34029,59,14,24,71
Supplier_3403,89,13,7,77
Supplier_34030,72,1,20,61
Supplier_34031,77,8,19,60
Supplier_34032,64,12,12,53
Supplier_34033,100,20,1,92
Supplier_34034,71,12,14,98
Supplier_34035,91,8,2,47
Supplier_34036,99,4,23,89
Supplier_34037,78,0,12,61
Supplier_34038,91,8,20,79
Supplier_34039,92,15,23,43
Supplier_3404,64,6,15,58
Supplier_34040,98,7,5,65
Supplier_34041,68,9,20,66
Supplier_34042,96,14,11,84
Supplier_34043,89,15,18,92
Supplier_34044,70,7,21,57
Supplier_34045,75,15,12,97
Supplier_34046,74,5,7,82
Supplier_34047,68,10,2,64
Supplier_34048,70,6,12,81
Supplier_34049,88,5,1,54
Supplier_3405,79,7,8,100
Supplier_34050,80,3,0,79
Supplier_34051,62,7,5,84
Supplier_34052,64,11,9,54
Supplier_34053,62,11,15,41
Supplier_34054,66,13,32,47
Supplier_34055,63,8,6,88
Supplier_34056,83,2,7,77
Supplier_34057,71,8,0,64
Supplier_34058,84,13,-2,40
Supplier_34059,87,4,16,94
Supplier_3406,62,7,-2,98
Supplier_34060,100,0,19,66
Supplier_34061,79,15,2,65
Supplier_34062,80,11,17,73
Supplier_34063,79,9,9,100
Supplier_34064,73,3,13,95
Supplier_34065,88,0,7,58
Supplier_34066,98,8,19,35
Supplier_34067,99,16,16,84
Supplier_34068,81,12,11,82
Supplier_34069,66,15,16,87
Supplier_3407,66,12,14,70
Supplier_34070,70,0,21,80
Supplier_34071,93,10,16,39
Supplier_34072,59,16,25,52
Supplier_34073,100,12,2,100
Supplier_34074,75,10,13,80
Supplier_34075,91,0,22,78
Supplier_34076,94,5,20,62
Supplier_34077,94,10,17,67
Supplier_34078,86,4,9,63
Supplier_34079,87,8,21,68
Supplier_3408,82,5,4,81
Supplier_34080,94,9,8,92
Supplier_34081,61,3,23,78
Supplier_34082,92,14,-2,92
Supplier_34083,84,18,13,79
Supplier_34084,67,5,15,60
Supplier_34085,74,10,9,76
Supplier_34086,76,1,6,79
Supplier_34087,67,15,6,76
Supplier_34088,81,4,7,52
Supplier_34089,88,1,-2,70
Supplier_3409,85,6,7,47
Supplier_34090,80,0,2,90
Supplier_34091,63,2,16,91
Supplier_34092,70,8,1,90
Supplier_34093,64,5,8,76
Supplier_34094,67,11,13,67
Supplier_34095,66,14,2,58
Supplier_34096,77,7,12,93
Supplier_34097,64,10,4,78
Supplier_34098,89,12,1,63
Supplier_34099,86,3,9,66
Supplier_341,80,14,3,75
Supplier_3410,85,2,14,87
Supplier_34100,100,0,15,64
Supplier_34101,83,16,7,79
Supplier_34102,85,1,11,88
Supplier_34103,81,5,9,85
Supplier_34104,80,0,4,95
Supplier_34105,75,5,15,55
Supplier_34106,95,10,23,62
Supplier_34107,96,9,18,88
Supplier_34108,81,17,19,94
Supplier_34109,63,12,27,75
Supplier_3411,66,5,10,81
Supplier_34110,76,0,13,73
Supplier_34111,81,9,13,84
Supplier_34112,63,14,11,37
Supplier_34113,98,16,10,79
Supplier_34114,65,10,14,88
Supplier_34115,81,5,14,57
Supplier_34116,95,0,22,82
Supplier_34117,73,6,13,60
Supplier_34118,83,14,9,83
Supplier_34119,85,10,15,75
Supplier_3412,61,13,9,41
Supplier_34120,98,11,10,85
Supplier_34121,61,9,21,72
Supplier_34122,98,17,8,70
Supplier_34123,91,7,13,86
Supplier_34124,58,10,16,81
Supplier_34125,76,12,10,86
Supplier_34126,78,7,8,100
Supplier_34127,60,10,13,86
Supplier_34128,81,4,8,37
Supplier_34129,92,2,-2,51
Supplier_3413,73,7,9,50
Supplier_34130,75,1,13,95
Supplier_34131,73,7,4,100
Supplier_34132,59,17,7,56
Supplier_34133,53,9,2,49
Supplier_34134,69,10,17,72
Supplier_34135,65,10,15,67
Supplier_34136,89,7,3,80
Supplier_34137,63,14,9,70
Supplier_34138,82,5,1,47
Supplier_34139,91,2,23,73
Supplier_3414,61,12,26,80
Supplier_34140,98,0,13,80
Supplier_34141,83,21,-2,60
Supplier_34142,81,8,17,73
Supplier_34143,87,7,12,100
Supplier_34144,77,1,4,69
Supplier_34145,77,1,12,47
Supplier_34146,90,6,21,32
Supplier_34147,100,16,19,54
Supplier_34148,75,19,6,93
Supplier_34149,59,11,22,73
Supplier_3415,61,16,12,77
Supplier_34150,82,0,22,79
Supplier_34151,87,3,19,55
Supplier_34152,67,11,10,52
Supplier_34153,93,12,5,89
Supplier_34154,80,9,12,99
Supplier_34155,94,4,13,88
Supplier_34156,94,1,16,74
Supplier_34157,82,1,9,67
Supplier_34158,84,10,11,59
Supplier_34159,85,9,22,65
Supplier_3416,86,6,20,75
Supplier_34160,100,7,3,100
Supplier_34161,62,3,11,80
Supplier_34162,88,12,6,74
Supplier_34163,94,15,15,76
Supplier_34164,62,6,16,69
Supplier_34165,80,13,12,78
Supplier_34166,75,5,3,79
Supplier_34167,63,14,18,81
Supplier_34168,77,4,9,44
Supplier_34169,86,5,-2,72
Supplier_3417,70,10,2,36
Supplier_34170,72,1,7,100
Supplier_34171,69,7,8,100
Supplier_34172,66,15,0,69
Supplier_34173,72,7,13,68
Supplier_34174,60,7,16,57
Supplier_34175,62,11,10,65
Supplier_34176,85,8,6,78
Supplier_34177,68,12,1,67
Supplier_34178,80,13,-3,42
Supplier_34179,82,0,17,81
Supplier_3418,87,12,-3,57
Supplier_34180,90,1,10,74
Supplier_34181,77,15,3,74
Supplier_34182,77,4,7,81
Supplier_34183,88,6,13,91
Supplier_34184,75,4,3,95
Supplier_34185,79,0,11,59
Supplier_34186,100,9,18,45
Supplier_34187,100,6,12,65
Supplier_34188,81,11,18,74
Supplier_34189,62,15,16,89
Supplier_3419,81,7,9,70
Supplier_34190,74,0,24,78
Supplier_34191,79,13,16,37
Supplier_34192,63,16,17,68
Supplier_34193,97,13,7,100
Supplier_34194,74,9,17,86
Supplier_34195,90,8,15,76
Supplier_34196,94,2,24,95
Supplier_34197,80,2,6,76
Supplier_34198,86,7,13,58
Supplier_34199,85,15,9,53
Supplier_342,81,7,2,74
Supplier_3420,95,1,11,70
Supplier_34200,97,10,-1,100
Supplier_34201,56,2,21,82
Supplier_34202,93,17,5,92
Supplier_34203,91,17,21,92
Supplier_34204,66,4,21,48
Supplier_34205,76,12,16,85
Supplier_34206,76,4,4,91
Supplier_34207,58,5,-1,84
Supplier_34208,81,4,-5,62
Supplier_34209,85,6,-3,49
Supplier_3421,81,18,3,87
Supplier_34210,81,1,10,88
Supplier_34211,61,7,8,100
Supplier_34212,59,14,6,55
Supplier_34213,72,6,14,52
Supplier_34214,54,12,21,69
Supplier_34215,66,12,4,82
Supplier_34216,84,3,14,100
Supplier_34217,68,11,4,67
Supplier_34218,92,10,9,51
Supplier_34219,87,7,11,79
Supplier_3422,80,8,12,76
Supplier_34220,100,3,10,74
Supplier_34221,81,11,4,69
Supplier_34222,79,12,7,81
Supplier_34223,84,6,15,100
Supplier_34224,72,0,3,77
Supplier_34225,81,0,15,51
Supplier_34226,100,8,23,43
Supplier_34227,100,17,18,77
Supplier_34228,73,9,10,83
Supplier_34229,63,8,16,66
Supplier_3423,83,5,15,89
Supplier_34230,78,0,19,94
Supplier_34231,83,15,31,72
Supplier_34232,65,15,21,50
Supplier_34233,99,12,11,83
Supplier_34234,71,9,11,87
Supplier_34235,89,7,11,91
Supplier_34236,90,3,27,69
Supplier_34237,82,0,14,46
Supplier_34238,78,6,0,57
Supplier_34239,87,13,20,68
Supplier_3424,76,4,6,84
Supplier_34240,95,6,10,81
Supplier_34241,60,10,23,79
Supplier_34242,99,20,2,78
Supplier_34243,87,17,20,90
Supplier_34244,65,7,23,39
Supplier_34245,74,19,11,69
Supplier_34246,70,11,6,100
Supplier_34247,64,11,6,80
Supplier_34248,80,1,3,75
Supplier_34249,86,8,-5,56
Supplier_3425,72,0,17,41
Supplier_34250,80,4,12,79
Supplier_34251,67,5,8,92
Supplier_34252,58,16,0,59
Supplier_34253,59,13,16,37
Supplier_34254,70,13,15,77
Supplier_34255,67,11,13,85
Supplier_34256,90,7,17,94
Supplier_34257,65,11,1,73
Supplier_34258,81,7,2,52
Supplier_34259,85,9,9,61
Supplier_3426,100,13,20,42
Supplier_34260,97,0,17,48
Supplier_34261,78,11,0,80
Supplier_34262,74,7,-5,70
Supplier_34263,74,7,9,83
Supplier_34264,77,3,2,74
Supplier_34265,74,2,16,39
Supplier_34266,97,8,15,61
Supplier_34267,96,15,20,58
Supplier_34268,81,14,9,79
Supplier_34269,65,5,22,66
Supplier_3427,99,13,18,66
Supplier_34270,76,0,17,91
Supplier_34271,85,10,13,65
Supplier_34272,65,12,13,59
Supplier_34273,96,15,13,85
Supplier_34274,77,6,17,78
Supplier_34275,88,3,15,70
Supplier_34276,95,2,22,92
Supplier_34277,78,2,13,53
Supplier_34278,85,12,11,72
Supplier_34279,85,15,18,58
Supplier_3428,85,12,8,86
Supplier_34280,94,3,17,90
Supplier_34281,61,8,17,73
Supplier_34282,92,19,5,84
Supplier_34283,80,11,11,74
Supplier_34284,67,8,23,68
Supplier_34285,77,19,15,100
Supplier_34286,70,10,9,100
Supplier_34287,57,9,-2,85
Supplier_34288,83,10,7,75
Supplier_34289,83,4,-4,45
Supplier_3429,66,10,22,90
Supplier_34290,82,3,10,80
Supplier_34291,71,16,14,100
Supplier_34292,69,14,5,74
Supplier_34293,66,10,15,43
Supplier_34294,68,11,12,54
Supplier_34295,65,9,12,70
Supplier_34296,85,1,9,83
Supplier_34297,68,4,2,56
Supplier_34298,83,10,6,36
Supplier_34299,94,5,13,76
Supplier_343,82,1,15,100
Supplier_3430,81,3,21,76
Supplier_34300,97,0,18,68
Supplier_34301,83,14,2,52
Supplier_34302,82,8,13,73
Supplier_34303,77,4,6,100
Supplier_34304,79,1,14,82
Supplier_34305,75,2,19,69
Supplier_34306,91,2,16,70
Supplier_34307,97,9,12,60
Supplier_34308,74,19,5,47
Supplier_34309,70,11,29,66
Supplier_3431,86,9,16,70
Supplier_34310,76,1,26,66
Supplier_34311,71,11,22,74
Supplier_34312,66,8,13,61
Supplier_34313,100,15,-2,94
Supplier_34314,71,12,11,88
Supplier_34315,85,0,13,93
Supplier_34316,95,3,24,95
Supplier_34317,82,0,14,46
Supplier_34318,80,8,14,77
Supplier_34319,83,15,15,75
Supplier_3432,70,10,17,37
Supplier_34320,97,8,9,100
Supplier_34321,68,6,16,72
Supplier_34322,94,14,10,65
Supplier_34323,81,15,16,78
Supplier_34324,66,7,13,89
Supplier_34325,80,14,-4,70
Supplier_34326,78,4,8,89
Supplier_34327,59,12,10,84
Supplier_34328,81,5,0,62
Supplier_34329,88,3,10,55
Supplier_3433,100,13,6,86
Supplier_34330,75,6,5,100
Supplier_34331,71,10,16,77
Supplier_34332,63,11,4,61
Supplier_34333,62,5,9,70
Supplier_34334,61,9,17,66
Supplier_34335,68,12,8,65
Supplier_34336,83,6,8,82
Supplier_34337,62,15,9,55
Supplier_34338,87,11,-8,65
Supplier_34339,86,4,9,68
Supplier_3434,73,4,15,90
Supplier_34340,92,1,16,59
Supplier_34341,81,16,2,88
Supplier_34342,77,5,7,68
Supplier_34343,78,3,7,88
Supplier_34344,84,0,4,77
Supplier_34345,78,3,17,56
Supplier_34346,92,15,15,44
Supplier_34347,100,10,20,89
Supplier_34348,83,14,14,85
Supplier_34349,67,13,14,75
Supplier_3435,99,8,11,69
Supplier_34350,74,5,24,83
Supplier_34351,89,12,18,85
Supplier_34352,68,8,10,71
Supplier_34353,99,11,9,100
Supplier_34354,66,11,12,86
Supplier_34355,90,2,11,68
Supplier_34356,100,5,14,78
Supplier_34357,85,0,15,60
Supplier_34358,82,6,14,44
Supplier_34359,86,14,12,70
Supplier_3436,99,0,25,82
Supplier_34360,95,8,4,69
Supplier_34361,61,5,22,65
Supplier_34362,92,14,5,84
Supplier_34363,94,10,9,70
Supplier_34364,69,2,18,80
Supplier_34365,74,11,13,85
Supplier_34366,77,3,-4,100
Supplier_34367,66,12,4,80
Supplier_34368,84,3,4,74
Supplier_34369,88,4,6,70
Supplier_3437,86,4,20,66
Supplier_34370,73,3,6,81
Supplier_34371,67,8,12,74
Supplier_34372,66,14,12,65
Supplier_34373,60,7,9,56
Supplier_34374,60,9,21,93
Supplier_34375,64,10,8,58
Supplier_34376,84,9,2,100
Supplier_34377,70,12,3,62
Supplier_34378,83,9,1,55
Supplier_34379,87,3,11,60
Supplier_3438,79,11,14,80
Supplier_34380,98,5,17,72
Supplier_34381,81,15,10,100
Supplier_34382,79,7,12,97
Supplier_34383,78,1,14,89
Supplier_34384,74,0,3,59
Supplier_34385,75,5,11,73
Supplier_34386,95,10,10,63
Supplier_34387,100,16,19,93
Supplier_34388,74,16,17,86
Supplier_34389,62,13,17,90
Supplier_3439,82,16,18,43
Supplier_34390,79,1,18,89
Supplier_34391,76,12,19,73
Supplier_34392,72,16,12,50
Supplier_34393,100,14,-2,100
Supplier_34394,67,10,16,87
Supplier_34395,82,7,18,63
Supplier_34396,95,3,16,64
Supplier_34397,80,0,9,55
Supplier_34398,88,12,5,76
Supplier_34399,89,19,19,63
Supplier_344,72,0,8,80
Supplier_3440,97,7,17,72
Supplier_34400,96,12,9,98
Supplier_34401,62,6,16,43
Supplier_34402,98,12,1,66
Supplier_34403,91,11,20,80
